ind,new_cation,new_anion,Experimental logEC50,group
325,CCCCCCCOC[n+]1cccc(O)c1,O=C1[N-]S(=O)(=O)c2ccccc21,3.0,CCCCCCCOC[n+]1cccc(O)c1.O=C1[N-]S(=O)(=O)c2ccccc21
314,CCOCC[N+]1(C)CCCCC1,[Br-],4.31,CCOCC[N+]1(C)CCCCC1.[Br-]
2,CCCCn1cc[n+](C)c1,COS(=O)(=O)[O-],3.212187604,CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-]
327,CCOCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.2,CCOCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
132,CCCC[n+]1ccc(C)cc1,[Cl-],3.32,CCCC[n+]1ccc(C)cc1.[Cl-]
151,CCCCCC[n+]1ccc(N(C)C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.93,CCCCCC[n+]1ccc(N(C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
273,CC[N+](C)(C)CCOC,[Cl-],4.6,CC[N+](C)(C)CCOC.[Cl-]
93,CCCCCC[n+]1cccc2ccccc21,F[B-](F)(F)F,1.07,CCCCCC[n+]1cccc2ccccc21.F[B-](F)(F)F
56,CCCCCC[n+]1ccc(C)cc1,F[B-](F)(F)F,2.17,CCCCCC[n+]1ccc(C)cc1.F[B-](F)(F)F
204,CC(=O)OCC[N+]1(C)CCCC1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.91,CC(=O)OCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
60,CCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.2,CCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
190,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.243038049,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
205,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.24,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
43,CCOCC[N+]1(C)CCCC1,[Br-],4.6,CCOCC[N+]1(C)CCCC1.[Br-]
14,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.68,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
127,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.682145076,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
92,CCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,2.3,CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
232,CC[N+](C)(C)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.3,CC[N+](C)(C)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
144,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-0.128427064,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
187,CC[N+](C)(C)CC#N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.86,CC[N+](C)(C)CC#N.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
104,CCCC[n+]1ccc(C)cc1,F[P-](F)(F)(F)(F)F,3.3,CCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F
122,CCCC[n+]1ccc(C)c(C)c1,F[B-](F)(F)F,3.02,CCCC[n+]1ccc(C)c(C)c1.F[B-](F)(F)F
255,CCCCCCCC[N+]1(C)CCCC1,F[B-](F)(F)F,1.82,CCCCCCCC[N+]1(C)CCCC1.F[B-](F)(F)F
239,OCC[NH2+]CCO,CCC(=O)[O-],3.767155866,OCC[NH2+]CCO.CCC(=O)[O-]
161,CCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,2.58,CCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
328,CCCCCC[N+]1(CCCCCC)CCCC1,F[B-](F)(F)F,1.23,CCCCCC[N+]1(CCCCCC)CCCC1.F[B-](F)(F)F
192,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,1.59,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
256,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,1.591064607,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
18,CCCCCCn1cc[n+](C)c1,[Cl-],2.82,CCCCCCn1cc[n+](C)c1.[Cl-]
59,CCCCCCn1cc[n+](C)c1,[Cl-],2.85,CCCCCCn1cc[n+](C)c1.[Cl-]
141,C[n+]1ccn(CCO)c1,[I-],4.6,C[n+]1ccn(CCO)c1.[I-]
231,CCCCCCC[NH+]1C=CN(C)C1,[Cl-],2.53,CCCCCCC[NH+]1C=CN(C)C1.[Cl-]
34,CCCCn1cc[n+](C)c1,FC(F)(F)[N-]C(F)(F)F,2.187520721,CCCCn1cc[n+](C)c1.FC(F)(F)[N-]C(F)(F)F
28,CCn1cc[n+](C)c1,COS(=O)(=O)[O-],4.2,CCn1cc[n+](C)c1.COS(=O)(=O)[O-]
209,COCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.3,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
274,CC[N+](C)(C)CCO,[I-],4.6,CC[N+](C)(C)CCO.[I-]
71,CCCCn1cc[n+](C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,3.29,CCCCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1
296,CCCCn1cc[n+](C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,3.290034611,CCCCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1
45,OCC[NH2+]CCO,CCCCC(=O)[O-],3.72427587,OCC[NH2+]CCO.CCCCC(=O)[O-]
264,OCCC[n+]1ccccc1,[Cl-],4.6,OCCC[n+]1ccccc1.[Cl-]
295,CC(=O)CCn1cc[n+](C)c1,[Br-],3.78,CC(=O)CCn1cc[n+](C)c1.[Br-]
98,C[N+](C)(C)CCO,O=C([O-])CO,3.89,C[N+](C)(C)CCO.O=C([O-])CO
124,COCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.38,COCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
131,CCCC[N+]1(C)CCCC1,F[B-](F)(F)F,2.9,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F
218,CCOCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.201397124,CCOCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
220,Cc1ccc(CN2C=C[NH+](C)C2)cc1,[Cl-],2.64,Cc1ccc(CN2C=C[NH+](C)C2)cc1.[Cl-]
294,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,F[P-](F)(F)(F)(F)F,1.939019776,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.F[P-](F)(F)(F)(F)F
150,CCCCCCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,3.0,CCCCCCCOC[n+]1cccc(O)c1.CC1=CC(=O)[N-]S(=O)(=O)O1
139,Cc1ccc(Cn2cc[n+](C)c2)cc1,[Cl-],2.64,Cc1ccc(Cn2cc[n+](C)c2)cc1.[Cl-]
301,C[N+]1(CC#N)CCOCC1,[Cl-],4.6,C[N+]1(CC#N)CCOCC1.[Cl-]
181,CCCCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,1.4,CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
137,CCCC[n+]1ccc(N(C)C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.82,CCCC[n+]1ccc(N(C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
235,CCOC[N+]1(C)CCOCC1,[Cl-],3.52,CCOC[N+]1(C)CCOCC1.[Cl-]
22,CCCCCCCCCCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,1.6,CCCCCCCCCCCOC[n+]1cccc(O)c1.CC1=CC(=O)[N-]S(=O)(=O)O1
277,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Cl-],0.28,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
242,CCCC[N+]1(C)CCCC1,N#C[N-]C#N,4.23,CCCC[N+]1(C)CCCC1.N#C[N-]C#N
250,CCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,3.918030337,CCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
83,OCC[NH2+]CCO,CC(=O)[O-],4.032215703,OCC[NH2+]CCO.CC(=O)[O-]
38,C[N+]1(Cc2ccccc2)CCOCC1,O=[N+]([O-])[O-],4.0,C[N+]1(Cc2ccccc2)CCOCC1.O=[N+]([O-])[O-]
64,COCCC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.77,COCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
13,CC[n+]1ccccc1,[Cl-],4.22,CC[n+]1ccccc1.[Cl-]
197,CCOC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.26,CCOC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
244,CCCCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,0.769377326,CCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
128,C[N+]1(CCCO)CCCC1,[Cl-],4.6,C[N+]1(CCCO)CCCC1.[Cl-]
329,COCCC[N+]1(C)CCCC1,[Cl-],4.6,COCCC[N+]1(C)CCCC1.[Cl-]
134,CCn1cc[n+](C)c1,F[B-](F)(F)F,3.44,CCn1cc[n+](C)c1.F[B-](F)(F)F
16,COCC[NH2+]CCOC,NS(=O)(=O)[O-],3.48,COCC[NH2+]CCOC.NS(=O)(=O)[O-]
110,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Cl-],0.33,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
293,CCCn1cc[n+](C)c1,[Cl-],4.6,CCCn1cc[n+](C)c1.[Cl-]
302,C[N+]1(CCCO)CCOCC1,[Cl-],4.6,C[N+]1(CCCO)CCOCC1.[Cl-]
196,CC[N+](C)(C)CC#N,[Cl-],4.6,CC[N+](C)(C)CC#N.[Cl-]
44,COCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.4,COCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
120,C[NH+](C)CCO,CC(=O)[O-],3.39,C[NH+](C)CCO.CC(=O)[O-]
25,COCCC[N+]1(C)CCCCC1,[Cl-],4.4,COCCC[N+]1(C)CCCCC1.[Cl-]
108,COCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.25,COCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
195,COCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.28,COCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
123,CCCC[n+]1cc(C)cc(C)c1,F[B-](F)(F)F,3.26,CCCC[n+]1cc(C)cc(C)c1.F[B-](F)(F)F
116,OCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.55,OCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
86,CC[S+](C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.48,CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
10,CCOC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.36,CCOC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
