cation,anion,SMILES,cation_canonical,anion_canonical,co2_cation_max_tanimoto,co2_anion_max_tanimoto,vis_cation_max_tanimoto,vis_anion_max_tanimoto,tox_cation_max_tanimoto,tox_anion_max_tanimoto,union_cation_max_tanimoto,union_anion_max_tanimoto
CCOCC[NH+](CCC[Si](OCC)OCC)CCOCCOC,CCN(C1CCCC1)S(=O)(=O)N1CCC(C(=O)[O-])CC1,CCOCC[NH+](CCC[Si](OCC)OCC)CCOCCOC.CCN(C1CCCC1)S(=O)(=O)N1CCC(C(=O)[O-])CC1,CCOCC[NH+](CCC[Si](OCC)OCC)CCOCCOC,CCN(C1CCCC1)S(=O)(=O)N1CCC(C(=O)[O-])CC1,0.25,0.2222222222222222,0.275,0.2222222222222222,0.3333333333333333,0.21052631578947367,0.3333333333333333,0.2222222222222222
CC1SCC(C[NH3+])S1,CCC(CC(=O)[O-])NC(=O)C=CC#N,CC1SCC(C[NH3+])S1.CCC(CC(=O)[O-])NC(=O)C=CC#N,CC1SCC(C[NH3+])S1,CCC(CC(=O)[O-])NC(=O)C=CC#N,0.18181818181818182,0.2647058823529412,0.18181818181818182,0.2727272727272727,0.12121212121212122,0.2702702702702703,0.18181818181818182,0.2727272727272727
CC(=O)N1CCCC12CC[NH2+]C2,CCNC(=CSC)C(=O)[O-],CC(=O)N1CCCC12CC[NH2+]C2.CCNC(=CSC)C(=O)[O-],CC(=O)N1CCCC12CC[NH2+]C2,CCNC(=CSC)C(=O)[O-],0.15151515151515152,0.2962962962962963,0.2,0.2972972972972973,0.15555555555555556,0.2962962962962963,0.2,0.2972972972972973
CCOCCC[NH2+]C(CC)NC,CNP(=O)([O-])OCC(C)(C)C,CCOCCC[NH2+]C(CC)NC.CNP(=O)([O-])OCC(C)(C)C,CCOCCC[NH2+]C(CC)NC,CNP(=O)([O-])OCC(C)(C)C,0.15217391304347827,0.32142857142857145,0.28125,0.32142857142857145,0.2727272727272727,0.2,0.28125,0.32142857142857145
CCC(C)C[NH2+]N=C(N)N,COC1CCCC(OCC(=O)[O-])C1,CCC(C)C[NH2+]N=C(N)N.COC1CCCC(OCC(=O)[O-])C1,CCC(C)C[NH2+]N=C(N)N,COC1CCCC(OCC(=O)[O-])C1,0.16666666666666666,0.25806451612903225,0.2962962962962963,0.25806451612903225,0.13333333333333333,0.3870967741935484,0.2962962962962963,0.3870967741935484
CC1([NH+]=C(N)N)SC1N,CCC(CC)CCCC(=O)[O-],CC1([NH+]=C(N)N)SC1N.CCC(CC)CCCC(=O)[O-],CC1([NH+]=C(N)N)SC1N,CCC(CC)CCCC(=O)[O-],0.07894736842105263,0.4583333333333333,0.13793103448275862,0.5416666666666666,0.07142857142857142,0.5416666666666666,0.13793103448275862,0.5416666666666666
CC1CCC[NH+]1CCC1CCCCC1,CCCCCN([O-])C=S,CC1CCC[NH+]1CCC1CCCCC1.CCCCCN([O-])C=S,CC1CCC[NH+]1CCC1CCCCC1,CCCCCN([O-])C=S,0.1590909090909091,0.1724137931034483,0.17777777777777778,0.27586206896551724,0.13636363636363635,0.26666666666666666,0.17777777777777778,0.27586206896551724
COC1COCC[NH2+]1,Cc1oncc1C1CCCC(C(=O)[O-])C1,COC1COCC[NH2+]1.Cc1oncc1C1CCCC(C(=O)[O-])C1,COC1COCC[NH2+]1,Cc1oncc1C1CCCC(C(=O)[O-])C1,0.11764705882352941,0.21739130434782608,0.22857142857142856,0.21739130434782608,0.19444444444444445,0.1702127659574468,0.22857142857142856,0.21739130434782608
CCCC(C)[NH2+]C1CC1CCC,CCC(C)(C)SCC(=O)[O-],CCCC(C)[NH2+]C1CC1CCC.CCC(C)(C)SCC(=O)[O-],CCCC(C)[NH2+]C1CC1CCC,CCC(C)(C)SCC(=O)[O-],0.22580645161290322,0.391304347826087,0.22580645161290322,0.391304347826087,0.1935483870967742,0.391304347826087,0.22580645161290322,0.391304347826087
COCC=C1CC[NH2+]CC1,O=S(=O)([O-])CI,COCC=C1CC[NH2+]CC1.O=S(=O)([O-])CI,COCC=C1CC[NH2+]CC1,O=S(=O)([O-])CI,0.18181818181818182,0.35714285714285715,0.2,0.5,0.18181818181818182,0.35714285714285715,0.2,0.5
ClC1CCCCC1[NH2+]C1CCC1,CCCCC(NC)S(=O)[O-],ClC1CCCCC1[NH2+]C1CCC1.CCCCC(NC)S(=O)[O-],ClC1CCCCC1[NH2+]C1CCC1,CCCCC(NC)S(=O)[O-],0.058823529411764705,0.22916666666666666,0.14285714285714285,0.25806451612903225,0.05714285714285714,0.25806451612903225,0.14285714285714285,0.25806451612903225
C[NH+]1CC2CSCC2C1C[NH3+],COC1CCCC1C(=O)[O-],C[NH+]1CC2CSCC2C1C[NH3+].COC1CCCC1C(=O)[O-],C[NH+]1CC2CSCC2C1C[NH3+],COC1CCCC1C(=O)[O-],0.14285714285714285,0.30303030303030304,0.14285714285714285,0.30303030303030304,0.10416666666666667,0.26666666666666666,0.14285714285714285,0.30303030303030304
COCC(C)Oc1ccc(C[NH2+]C(C)C)c(C)n1,Cc1cc(C)cc(NC2(C(=O)[O-])CCC(C)(C)CC2)c1,COCC(C)Oc1ccc(C[NH2+]C(C)C)c(C)n1.Cc1cc(C)cc(NC2(C(=O)[O-])CCC(C)(C)CC2)c1,COCC(C)Oc1ccc(C[NH2+]C(C)C)c(C)n1,Cc1cc(C)cc(NC2(C(=O)[O-])CCC(C)(C)CC2)c1,0.15384615384615385,0.2619047619047619,0.1702127659574468,0.18181818181818182,0.19230769230769232,0.18181818181818182,0.19230769230769232,0.2619047619047619
CC(C)[NH+](CC1CCCC[NH2+]1)C1CC1,CN(CCC(=O)[O-])S(=O)(=O)N1CCS(=O)C1,CC(C)[NH+](CC1CCCC[NH2+]1)C1CC1.CN(CCC(=O)[O-])S(=O)(=O)N1CCS(=O)C1,CC(C)[NH+](CC1CCCC[NH2+]1)C1CC1,CN(CCC(=O)[O-])S(=O)(=O)N1CCS(=O)C1,0.1388888888888889,0.2564102564102564,0.25,0.2564102564102564,0.125,0.2564102564102564,0.25,0.2564102564102564
OCC[NH+](CCO)CCN1CCCCC1,CC(Cc1ccccc1)(C[N+](=O)[O-])S(=O)(=O)[O-],OCC[NH+](CCO)CCN1CCCCC1.CC(Cc1ccccc1)(C[N+](=O)[O-])S(=O)(=O)[O-],OCC[NH+](CCO)CCN1CCCCC1,CC(Cc1ccccc1)(C[N+](=O)[O-])S(=O)(=O)[O-],0.25925925925925924,0.23076923076923078,0.25925925925925924,0.3055555555555556,0.45454545454545453,0.23076923076923078,0.45454545454545453,0.3055555555555556
COCCOCCC1=C(C)C[NH2+]C1,N#Cc1nc(I)ccc1[O-],COCCOCCC1=C(C)C[NH2+]C1.N#Cc1nc(I)ccc1[O-],COCCOCCC1=C(C)C[NH2+]C1,N#Cc1nc(I)ccc1[O-],0.28205128205128205,0.15,0.28205128205128205,0.225,0.21212121212121213,0.15,0.28205128205128205,0.225
COCC[NH2+]CC(C)=Cc1ccncc1,Cc1ccc(N(C)[O-])nc1,COCC[NH2+]CC(C)=Cc1ccncc1.Cc1ccc(N(C)[O-])nc1,COCC[NH2+]CC(C)=Cc1ccncc1,Cc1ccc(N(C)[O-])nc1,0.18181818181818182,0.25806451612903225,0.18181818181818182,0.25806451612903225,0.35294117647058826,0.25806451612903225,0.35294117647058826,0.25806451612903225
C1CC[NH+]2CCCC2C1,CSP[S+]CP(=O)([O-])[O-],C1CC[NH+]2CCCC2C1.CSP[S+]CP(=O)([O-])[O-],C1CC[NH+]2CCCC2C1,CSP[S+]CP(=O)([O-])[O-],0.06896551724137931,0.2413793103448276,0.14285714285714285,0.25925925925925924,0.06666666666666667,0.16666666666666666,0.14285714285714285,0.25925925925925924
CCC[NH2+]C1(CN)CCCSCC1,Cn1nnc(C(=O)[O-])c1Cl,CCC[NH2+]C1(CN)CCCSCC1.Cn1nnc(C(=O)[O-])c1Cl,CCC[NH2+]C1(CN)CCCSCC1,Cn1nnc(C(=O)[O-])c1Cl,0.15384615384615385,0.23076923076923078,0.2,0.23076923076923078,0.15,0.23076923076923078,0.2,0.23076923076923078
CCOCC[NH+](CC)Cc1cc(N)ccc1O,N#C[N+]1([O-])C(O)C(O)C(O)C1C(=O)OP(=O)([O-])[O-],CCOCC[NH+](CC)Cc1cc(N)ccc1O.N#C[N+]1([O-])C(O)C(O)C(O)C1C(=O)OP(=O)([O-])[O-],CCOCC[NH+](CC)Cc1cc(N)ccc1O,N#C[N+]1([O-])C(O)C(O)C(O)C1C(=O)OP(=O)([O-])[O-],0.1320754716981132,0.2,0.21568627450980393,0.1891891891891892,0.3,0.175,0.3,0.2
CCC(O)C[NH+](CC)CC(C)C,C=Cc1c(I)csc1C(=O)[O-],CCC(O)C[NH+](CC)CC(C)C.C=Cc1c(I)csc1C(=O)[O-],CCC(O)C[NH+](CC)CC(C)C,C=Cc1c(I)csc1C(=O)[O-],0.19230769230769232,0.1875,0.3181818181818182,0.22857142857142856,0.14814814814814814,0.21052631578947367,0.3181818181818182,0.22857142857142856
C[NH+]1C2CCC1CC2,Cn1ccc(CCC(=O)[O-])n1,C[NH+]1C2CCC1CC2.Cn1ccc(CCC(=O)[O-])n1,C[NH+]1C2CCC1CC2,Cn1ccc(CCC(=O)[O-])n1,0.22727272727272727,0.3125,0.16666666666666666,0.3125,0.15151515151515152,0.3125,0.22727272727272727,0.3125
C=CC[NH2+]CCOc1ccncc1,C=NN(CCC)S(=O)[O-],C=CC[NH2+]CCOc1ccncc1.C=NN(CCC)S(=O)[O-],C=CC[NH2+]CCOc1ccncc1,C=NN(CCC)S(=O)[O-],0.13043478260869565,0.2,0.1568627450980392,0.2,0.2,0.2,0.2,0.2
CC(CC[NH+](CCO)CCO)C1CC[NH2+]CC1,CCCCCC=CCC=CCCCCCCCCCCCC(=O)OC(CCCCCCCCC)C(=O)[O-],CC(CC[NH+](CCO)CCO)C1CC[NH2+]CC1.CCCCCC=CCC=CCCCCCCCCCCCC(=O)OC(CCCCCCCCC)C(=O)[O-],CC(CC[NH+](CCO)CCO)C1CC[NH2+]CC1,CCCCCC=CCC=CCCCCCCCCCCCC(=O)OC(CCCCCCCCC)C(=O)[O-],0.24242424242424243,0.23809523809523808,0.24242424242424243,0.5121951219512195,0.3448275862068966,0.36585365853658536,0.3448275862068966,0.5121951219512195
CC(C)CCCC[NH+](CCCCCCS)CCOCCO,O=C(Cc1ccc2c(c1)CNCCN2C(=O)[O-])OCC(CO)OC1CCC(O)(O)CC1,CC(C)CCCC[NH+](CCCCCCS)CCOCCO.O=C(Cc1ccc2c(c1)CNCCN2C(=O)[O-])OCC(CO)OC1CCC(O)(O)CC1,CC(C)CCCC[NH+](CCCCCCS)CCOCCO,O=C(Cc1ccc2c(c1)CNCCN2C(=O)[O-])OCC(CO)OC1CCC(O)(O)CC1,0.2765957446808511,0.13953488372093023,0.2765957446808511,0.16,0.22857142857142856,0.1095890410958904,0.2765957446808511,0.16
COCCC([NH3+])CC1CCCOC1,CCOC(C)(OC)C(=O)[O-],COCCC([NH3+])CC1CCCOC1.CCOC(C)(OC)C(=O)[O-],COCCC([NH3+])CC1CCCOC1,CCOC(C)(OC)C(=O)[O-],0.16666666666666666,0.32,0.2631578947368421,0.32,0.2558139534883721,0.32142857142857145,0.2631578947368421,0.32142857142857145
CC(C)C1(C[NH3+])CCCCC1,O=C([O-])COCc1ncns1,CC(C)C1(C[NH3+])CCCCC1.O=C([O-])COCc1ncns1,CC(C)C1(C[NH3+])CCCCC1,O=C([O-])COCc1ncns1,0.19047619047619047,0.21212121212121213,0.27586206896551724,0.21875,0.16129032258064516,0.29411764705882354,0.27586206896551724,0.29411764705882354
COCCOCCOc1nccnc1C[NH3+],Nc1cn[nH]c1C(=O)[O-],COCCOCCOc1nccnc1C[NH3+].Nc1cn[nH]c1C(=O)[O-],COCCOCCOc1nccnc1C[NH3+],Nc1cn[nH]c1C(=O)[O-],0.3,0.21428571428571427,0.3,0.25806451612903225,0.23529411764705882,0.23529411764705882,0.3,0.25806451612903225
CCn1ccc[n+]1C,O=C=Nc1nccnc1C(=O)[O-],CCn1ccc[n+]1C.O=C=Nc1nccnc1C(=O)[O-],CCn1ccc[n+]1C,O=C=Nc1nccnc1C(=O)[O-],0.35714285714285715,0.1935483870967742,1.0,0.25,0.35714285714285715,0.25,1.0,0.25
COCCOCC[NH2+]CCC(C)(C)O,CCC1OCCCC1C(=O)[O-],COCCOCC[NH2+]CCC(C)(C)O.CCC1OCCCC1C(=O)[O-],COCCOCC[NH2+]CCC(C)(C)O,CCC1OCCCC1C(=O)[O-],0.2894736842105263,0.2702702702702703,0.2894736842105263,0.2702702702702703,0.4444444444444444,0.26666666666666666,0.4444444444444444,0.2702702702702703
NC(=O)CCNC1CCC([NH3+])CC1,O=C([O-])CCCCC(O)CO,NC(=O)CCNC1CCC([NH3+])CC1.O=C([O-])CCCCC(O)CO,NC(=O)CCNC1CCC([NH3+])CC1,O=C([O-])CCCCC(O)CO,0.1111111111111111,0.38461538461538464,0.17073170731707318,0.4444444444444444,0.1111111111111111,0.42857142857142855,0.17073170731707318,0.4444444444444444
C=C(C)[NH2+]C(C)C1CCCCC1,B[SH](=O)([O-])OCC,C=C(C)[NH2+]C(C)C1CCCCC1.B[SH](=O)([O-])OCC,C=C(C)[NH2+]C(C)C1CCCCC1,B[SH](=O)([O-])OCC,0.125,0.28,0.21428571428571427,0.28,0.1388888888888889,0.28,0.21428571428571427,0.28
NC(=O)COCC[NH2+]C1CC1,O=C([O-])CCCCCOCCOCO,NC(=O)COCC[NH2+]C1CC1.O=C([O-])CCCCCOCCOCO,NC(=O)COCC[NH2+]C1CC1,O=C([O-])CCCCCOCCOCO,0.1276595744680851,0.3103448275862069,0.17073170731707318,0.4482758620689655,0.16326530612244897,0.4482758620689655,0.17073170731707318,0.4482758620689655
S=C(NC1CCCCCC1)N1CC[NH2+]CC1,O=C([O-])c1ncsn1,S=C(NC1CCCCCC1)N1CC[NH2+]CC1.O=C([O-])c1ncsn1,S=C(NC1CCCCCC1)N1CC[NH2+]CC1,O=C([O-])c1ncsn1,0.08888888888888889,0.21739130434782608,0.20689655172413793,0.2857142857142857,0.125,0.25806451612903225,0.20689655172413793,0.2857142857142857
Cc1cc(NC2CCC3CCCCC3C2)cc[nH+]1,F[B-](F)F,Cc1cc(NC2CCC3CCCCC3C2)cc[nH+]1.F[B-](F)F,Cc1cc(NC2CCC3CCCCC3C2)cc[nH+]1,F[B-](F)F,0.1,0.14285714285714285,0.24390243902439024,0.14285714285714285,0.12,0.14285714285714285,0.24390243902439024,0.14285714285714285
CCCCO[P+](=O)OC(C)C,CC(NS(=O)(=O)[O-])C(N)=O,CCCCO[P+](=O)OC(C)C.CC(NS(=O)(=O)[O-])C(N)=O,CCCCO[P+](=O)OC(C)C,CC(NS(=O)(=O)[O-])C(N)=O,0.2857142857142857,0.3076923076923077,0.2857142857142857,0.3076923076923077,0.25,0.28,0.2857142857142857,0.3076923076923077
CONC1CCC[NH2+]C1,CC1CC(C(=O)[O-])CCS1,CONC1CCC[NH2+]C1.CC1CC(C(=O)[O-])CCS1,CONC1CCC[NH2+]C1,CC1CC(C(=O)[O-])CCS1,0.14705882352941177,0.2571428571428571,0.29411764705882354,0.2571428571428571,0.1388888888888889,0.23076923076923078,0.29411764705882354,0.2571428571428571
CC=C(C)C(=O)OCC[N+](C)(C)C,O=C[O-],CC=C(C)C(=O)OCC[N+](C)(C)C.O=C[O-],CC=C(C)C(=O)OCC[N+](C)(C)C,O=C[O-],0.2857142857142857,1.0,0.35714285714285715,1.0,0.2857142857142857,1.0,0.35714285714285715,1.0
CC=CC[NH+]1CCOCCC1C,O=C([O-])Cc1nnc2sccn12,CC=CC[NH+]1CCOCCC1C.O=C([O-])Cc1nnc2sccn12,CC=CC[NH+]1CCOCCC1C,O=C([O-])Cc1nnc2sccn12,0.13333333333333333,0.21212121212121213,0.18421052631578946,0.21875,0.18421052631578946,0.21875,0.18421052631578946,0.21875
CCC1SCC[N+]1(C)C,CCc1ccc(Br)c([S-])c1,CCC1SCC[N+]1(C)C.CCc1ccc(Br)c([S-])c1,CCC1SCC[N+]1(C)C,CCc1ccc(Br)c([S-])c1,0.2413793103448276,0.11428571428571428,0.25925925925925924,0.2,0.23333333333333334,0.11428571428571428,0.25925925925925924,0.2
COCC(C)C[NH2+]CC1CCCC1,Brc1ccsc1-c1nn[n-]n1,COCC(C)C[NH2+]CC1CCCC1.Brc1ccsc1-c1nn[n-]n1,COCC(C)C[NH2+]CC1CCCC1,Brc1ccsc1-c1nn[n-]n1,0.1891891891891892,0.08695652173913043,0.22857142857142856,0.21621621621621623,0.25,0.08888888888888889,0.25,0.21621621621621623
COCc1nsc2c1C[NH2+]CC2,O=P([O-])([O-])I,COCc1nsc2c1C[NH2+]CC2.O=P([O-])([O-])I,COCc1nsc2c1C[NH2+]CC2,O=P([O-])([O-])I,0.14285714285714285,0.38461538461538464,0.17777777777777778,0.45454545454545453,0.13636363636363635,0.29411764705882354,0.17777777777777778,0.45454545454545453
CC(C)C[NH2+]C1CCOCC1C,CC1CCCCC1OCC(=O)[O-],CC(C)C[NH2+]C1CCOCC1C.CC1CCCCC1OCC(=O)[O-],CC(C)C[NH2+]C1CCOCC1C,CC1CCCCC1OCC(=O)[O-],0.15625,0.27586206896551724,0.15789473684210525,0.27586206896551724,0.15789473684210525,0.36666666666666664,0.15789473684210525,0.36666666666666664
CCOCC[NH+](C)CC(C)(COC)OC,O=C([S-])CCc1ccccc1,CCOCC[NH+](C)CC(C)(COC)OC.O=C([S-])CCc1ccccc1,CCOCC[NH+](C)CC(C)(COC)OC,O=C([S-])CCc1ccccc1,0.1794871794871795,0.16666666666666666,0.21951219512195122,0.36363636363636365,0.40625,0.25,0.40625,0.36363636363636365
SCC1C2C[NH2+]CC12,N#Cc1sc(N)c(C(=O)[O-])c1I,SCC1C2C[NH2+]CC12.N#Cc1sc(N)c(C(=O)[O-])c1I,SCC1C2C[NH2+]CC12,N#Cc1sc(N)c(C(=O)[O-])c1I,0.06666666666666667,0.18181818181818182,0.14285714285714285,0.1891891891891892,0.06451612903225806,0.175,0.14285714285714285,0.1891891891891892
C[NH2+]CC(C)C(=O)NO,COc1ccc(CCCS)cc1C(=O)[O-],C[NH2+]CC(C)C(=O)NO.COc1ccc(CCCS)cc1C(=O)[O-],C[NH2+]CC(C)C(=O)NO,COc1ccc(CCCS)cc1C(=O)[O-],0.2222222222222222,0.1891891891891892,0.2222222222222222,0.2682926829268293,0.13513513513513514,0.2682926829268293,0.2222222222222222,0.2682926829268293
COCCC1(CC[NH+](C)CCO)CCCCC1,CC(C)CC([NH3+])C(=O)NC(CC(=O)[O-])C(=O)NC(CCC(=O)[O-])C(=O)[O-],COCCC1(CC[NH+](C)CCO)CCCCC1.CC(C)CC([NH3+])C(=O)NC(CC(=O)[O-])C(=O)NC(CCC(=O)[O-])C(=O)[O-],COCCC1(CC[NH+](C)CCO)CCCCC1,CC(C)CC([NH3+])C(=O)NC(CC(=O)[O-])C(=O)NC(CCC(=O)[O-])C(=O)[O-],0.3870967741935484,0.24390243902439024,0.3870967741935484,0.3953488372093023,0.2647058823529412,0.24390243902439024,0.3870967741935484,0.3953488372093023
CC(C[NH+](CCO)C(C)C)C(=O)OCc1ccccc1,O=C(O)CCCP(=O)([O-])[O-],CC(C[NH+](CCO)C(C)C)C(=O)OCc1ccccc1.O=C(O)CCCP(=O)([O-])[O-],CC(C[NH+](CCO)C(C)C)C(=O)OCc1ccccc1,O=C(O)CCCP(=O)([O-])[O-],0.23076923076923078,0.2857142857142857,0.3404255319148936,0.32142857142857145,0.21052631578947367,0.25,0.3404255319148936,0.32142857142857145
CCC1COC2CC[NH2+]CC12,CC#CCSc1nnnn1CC(=O)[O-],CCC1COC2CC[NH2+]CC12.CC#CCSc1nnnn1CC(=O)[O-],CCC1COC2CC[NH2+]CC12,CC#CCSc1nnnn1CC(=O)[O-],0.10256410256410256,0.21052631578947367,0.13953488372093023,0.21052631578947367,0.1282051282051282,0.21052631578947367,0.13953488372093023,0.21052631578947367
CC(C)N1C(=O)C[NH+](C)CC1CF,CCC(C#N)C(=O)[O-],CC(C)N1C(=O)C[NH+](C)CC1CF.CCC(C#N)C(=O)[O-],CC(C)N1C(=O)C[NH+](C)CC1CF,CCC(C#N)C(=O)[O-],0.1276595744680851,0.34782608695652173,0.175,0.34782608695652173,0.14,0.4583333333333333,0.175,0.4583333333333333
CCOCCNC(C)(C)C[NH3+],O[S-]N1C=CNC1,CCOCCNC(C)(C)C[NH3+].O[S-]N1C=CNC1,CCOCCNC(C)(C)C[NH3+],O[S-]N1C=CNC1,0.20833333333333334,0.08333333333333333,0.2571428571428571,0.1,0.3,0.05555555555555555,0.3,0.1
CCC([NH3+])C1CCCCS1,N#CCc1nn[n-]n1,CCC([NH3+])C1CCCCS1.N#CCc1nn[n-]n1,CCC([NH3+])C1CCCCS1,N#CCc1nn[n-]n1,0.15625,0.125,0.1935483870967742,0.14634146341463414,0.1388888888888889,0.125,0.1935483870967742,0.14634146341463414
CC(O)C[NH2+]C1=COCCC1,[O-]c1c(F)ccc(Cl)c1I,CC(O)C[NH2+]C1=COCCC1.[O-]c1c(F)ccc(Cl)c1I,CC(O)C[NH2+]C1=COCCC1,[O-]c1c(F)ccc(Cl)c1I,0.13513513513513514,0.1282051282051282,0.21212121212121213,0.18604651162790697,0.14893617021276595,0.1282051282051282,0.21212121212121213,0.18604651162790697
