ind,new_cation,new_anion,Experimental logEC50,group
18,CCCCCCn1cc[n+](C)c1,[Cl-],2.82,CCCCCCn1cc[n+](C)c1.[Cl-]
59,CCCCCCn1cc[n+](C)c1,[Cl-],2.85,CCCCCCn1cc[n+](C)c1.[Cl-]
20,CCCCCCCCn1cc[n+](C)c1,CCCCCCCCOS(=O)(=O)[O-],1.525044807,CCCCCCCCn1cc[n+](C)c1.CCCCCCCCOS(=O)(=O)[O-]
94,CCCCn1cc[n+](C)c1,[C-]#[O+],2.447158031,CCCCn1cc[n+](C)c1.[C-]#[O+]
184,CCn1cc[n+](C)c1,CC(=O)[O-],4.23,CCn1cc[n+](C)c1.CC(=O)[O-]
185,CCn1cc[n+](C)c1,CC(=O)[O-],4.225309282,CCn1cc[n+](C)c1.CC(=O)[O-]
141,C[n+]1ccn(CCO)c1,[I-],4.6,C[n+]1ccn(CCO)c1.[I-]
35,CCCCn1cc[n+](C)c1,CS(=O)(=O)[O-],3.511883361,CCCCn1cc[n+](C)c1.CS(=O)(=O)[O-]
231,CCCCCCC[NH+]1C=CN(C)C1,[Cl-],2.53,CCCCCCC[NH+]1C=CN(C)C1.[Cl-]
212,CCCC[N+](C)(C)CC,[Cl-],4.6,CCCC[N+](C)(C)CC.[Cl-]
140,CCCCn1cc[n+](C)c1,CCCCCCCCOS(=O)(=O)[O-],3.225309282,CCCCn1cc[n+](C)c1.CCCCCCCCOS(=O)(=O)[O-]
171,CCCCCCn1cc[n+](CC)c1,[Br-],2.01,CCCCCCn1cc[n+](CC)c1.[Br-]
90,CCCCCCCC[N+]1(C)CCCC1,[Cl-],2.59,CCCCCCCC[N+]1(C)CCCC1.[Cl-]
311,OCC[NH2+]CCO,CC(C)C(=O)[O-],3.474216264,OCC[NH2+]CCO.CC(C)C(=O)[O-]
34,CCCCn1cc[n+](C)c1,FC(F)(F)[N-]C(F)(F)F,2.187520721,CCCCn1cc[n+](C)c1.FC(F)(F)[N-]C(F)(F)F
186,C[N+]1(CC#N)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.8,C[N+]1(CC#N)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
331,CCn1cc[n+](C)c1,CS(=O)(=O)[O-],3.97,CCn1cc[n+](C)c1.CS(=O)(=O)[O-]
28,CCn1cc[n+](C)c1,COS(=O)(=O)[O-],4.2,CCn1cc[n+](C)c1.COS(=O)(=O)[O-]
209,COCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.3,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
211,C[n+]1ccn(Cc2ccccc2)c1,[Cl-],3.3,C[n+]1ccn(Cc2ccccc2)c1.[Cl-]
274,CC[N+](C)(C)CCO,[I-],4.6,CC[N+](C)(C)CCO.[I-]
322,CCCC[n+]1ccc(C)cc1,N#C[B-](C#N)(C#N)C#N,2.88,CCCC[n+]1ccc(C)cc1.N#C[B-](C#N)(C#N)C#N
213,CCn1cc[n+](C)c1,CCOS(=O)(=O)[O-],3.928395852,CCn1cc[n+](C)c1.CCOS(=O)(=O)[O-]
201,CC[N+](C)(C)CCCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.54,CC[N+](C)(C)CCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
315,CCOC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.41,CCOC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
4,C[N+]1(CC#N)CCCCC1,[Cl-],4.58,C[N+]1(CC#N)CCCCC1.[Cl-]
76,CCCn1cc[n+](CC)c1,[Br-],3.6,CCCn1cc[n+](CC)c1.[Br-]
188,OCC[NH+](CCO)CCO,CCCC(=O)[O-],3.394451681,OCC[NH+](CCO)CCO.CCCC(=O)[O-]
275,CC[N+](C)(C)CCCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.83,CC[N+](C)(C)CCCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
71,CCCCn1cc[n+](C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,3.29,CCCCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1
296,CCCCn1cc[n+](C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,3.290034611,CCCCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1
249,CCCC[n+]1ccc(C)c(C)c1,[Cl-],3.05,CCCC[n+]1ccc(C)c(C)c1.[Cl-]
45,OCC[NH2+]CCO,CCCCC(=O)[O-],3.72427587,OCC[NH2+]CCO.CCCCC(=O)[O-]
177,CCCC[n+]1ccc(C)cc1,F[B-](F)(F)F,2.98,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F
159,CCn1cc[n+](C)c1,N#C[B-](C#N)(C#N)C#N,3.5,CCn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N
264,OCCC[n+]1ccccc1,[Cl-],4.6,OCCC[n+]1ccccc1.[Cl-]
68,CCCCn1cc[n+](CC)c1,F[B-](F)(F)F,3.257678575,CCCCn1cc[n+](CC)c1.F[B-](F)(F)F
168,CCn1cc[n+](C)c1,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,2.93,CCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2
118,CCCCCCOC[n+]1cccc(O)c1,O=C1[N-]S(=O)(=O)c2ccccc21,3.3,CCCCCCOC[n+]1cccc(O)c1.O=C1[N-]S(=O)(=O)c2ccccc21
87,CCCCCCCCC=CCCCCCCCC1=[N+](CC)CCN1CCO,CCOS(=O)(=O)[O-],0.068185862,CCCCCCCCC=CCCCCCCCC1=[N+](CC)CCN1CCO.CCOS(=O)(=O)[O-]
226,CCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,3.5,CCCOC[n+]1cccc(O)c1.CC1=CC(=O)[N-]S(=O)(=O)O1
109,C[n+]1ccn(CCO)c1,F[B-](F)(F)F,3.482873584,C[n+]1ccn(CCO)c1.F[B-](F)(F)F
101,CCCCCCCC[n+]1cccc2ccccc21,F[B-](F)(F)F,0.17,CCCCCCCC[n+]1cccc2ccccc21.F[B-](F)(F)F
0,CCCCn1cc[n+](C)c1,N#C[N-]C#N,3.15,CCCCn1cc[n+](C)c1.N#C[N-]C#N
303,C[N+]1(Cc2ccccc2)CCOCC1,F[B-](F)(F)F,2.61,C[N+]1(Cc2ccccc2)CCOCC1.F[B-](F)(F)F
153,CCCCn1cc[n+](C)c1,COCCOCCOS(=O)(=O)[O-],3.15,CCCCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-]
173,CCCCn1cc[n+](C)c1,COCCOCCOS(=O)(=O)[O-],3.158362492,CCCCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-]
295,CC(=O)CCn1cc[n+](C)c1,[Br-],3.78,CC(=O)CCn1cc[n+](C)c1.[Br-]
70,CCCCn1cc[n+](C)c1,F[B-](F)(F)F,3.11,CCCCn1cc[n+](C)c1.F[B-](F)(F)F
74,CCCCn1cc[n+](C)c1,F[B-](F)(F)F,3.230448921,CCCCn1cc[n+](C)c1.F[B-](F)(F)F
26,CCCC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)F,3.66,CCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F
297,CC[N+]1(C)CCOCC1,Cc1ccc(S(=O)(=O)[O-])cc1,3.81,CC[N+]1(C)CCOCC1.Cc1ccc(S(=O)(=O)[O-])cc1
210,CCOC(=O)C[N+](C)(C)CC,[Br-],3.85,CCOC(=O)C[N+](C)(C)CC.[Br-]
176,CCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.61,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
77,CCCCCCCC[n+]1cccc2ccccc21,[Br-],-0.03,CCCCCCCC[n+]1cccc2ccccc21.[Br-]
36,OCC[NH+](CCO)CCO,CCCCC(=O)[O-],3.530199698,OCC[NH+](CCO)CCO.CCCCC(=O)[O-]
276,[NH3+]CCO,O=C[O-],4.15,[NH3+]CCO.O=C[O-]
208,Cc1ccc(Cn2cc[n+](C)c2)cc1,F[P-](F)(F)(F)(F)F,2.663700925,Cc1ccc(Cn2cc[n+](C)c2)cc1.F[P-](F)(F)(F)(F)F
154,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.24,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
61,CCCC[n+]1ccccc1,F[P-](F)(F)(F)(F)F,3.85,CCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F
142,CCOC[N+]1(C)CCCC1,[Cl-],3.05,CCOC[N+]1(C)CCCC1.[Cl-]
98,C[N+](C)(C)CCO,O=C([O-])CO,3.89,C[N+](C)(C)CCO.O=C([O-])CO
124,COCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.38,COCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
270,CCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Cl-],0.64,CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
333,CCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Cl-],0.65,CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
143,CCCCCCCCCCCCCCCCn1cc[n+](C)c1,[Cl-],-0.24,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-]
248,CCCCCCCCCCCCCCCCn1cc[n+](C)c1,[Cl-],-0.240332155,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-]
332,CCCC[n+]1ccn(CC)c1,F[B-](F)(F)F,3.26,CCCC[n+]1ccn(CC)c1.F[B-](F)(F)F
152,C[n+]1ccn(CCCO)c1,[Cl-],4.6,C[n+]1ccn(CCCO)c1.[Cl-]
215,CCOC[N+](C)(C)CC,[Cl-],3.59,CCOC[N+](C)(C)CC.[Cl-]
131,CCCC[N+]1(C)CCCC1,F[B-](F)(F)F,2.9,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F
166,CCCCCCCCn1cc[n+](C)c1,[Cl-],2.0,CCCCCCCCn1cc[n+](C)c1.[Cl-]
280,CCCCCCCCn1cc[n+](C)c1,[Cl-],2.012837225,CCCCCCCCn1cc[n+](C)c1.[Cl-]
218,CCOCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.201397124,CCOCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
220,Cc1ccc(CN2C=C[NH+](C)C2)cc1,[Cl-],2.64,Cc1ccc(CN2C=C[NH+](C)C2)cc1.[Cl-]
79,CCOCCn1cc[n+](C)c1,[Br-],4.139879086,CCOCCn1cc[n+](C)c1.[Br-]
294,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,F[P-](F)(F)(F)(F)F,1.939019776,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.F[P-](F)(F)(F)(F)F
150,CCCCCCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,3.0,CCCCCCCOC[n+]1cccc(O)c1.CC1=CC(=O)[N-]S(=O)(=O)O1
289,CCn1cc[n+](C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,3.81,CCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1
12,C[NH+](C)CCO,O=C([O-])CO,3.4,C[NH+](C)CCO.O=C([O-])CO
221,CCCC[N+]1(C)CCOCC1,[Br-],4.6,CCCC[N+]1(C)CCOCC1.[Br-]
308,C[N+]1(Cc2ccccc2)CCOCC1,O=C([O-])c1ccccc1O,2.9,C[N+]1(Cc2ccccc2)CCOCC1.O=C([O-])c1ccccc1O
97,Cn1cc[n+](CCCO)c1,[Cl-],3.09,Cn1cc[n+](CCCO)c1.[Cl-]
271,CC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.7,CC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
139,Cc1ccc(Cn2cc[n+](C)c2)cc1,[Cl-],2.64,Cc1ccc(Cn2cc[n+](C)c2)cc1.[Cl-]
238,COCCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.27,COCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
53,CCCCCCCOC[n+]1cccc(O)c1,[Cl-],3.0,CCCCCCCOC[n+]1cccc(O)c1.[Cl-]
135,CCOCC[NH+](C)C,[Cl-],4.6,CCOCC[NH+](C)C.[Cl-]
301,C[N+]1(CC#N)CCOCC1,[Cl-],4.6,C[N+]1(CC#N)CCOCC1.[Cl-]
261,COCC[N+]1(C)CCCCC1,[Br-],4.6,COCC[N+]1(C)CCCCC1.[Br-]
194,C[N+]1(CCO)CCCC1,[I-],4.6,C[N+]1(CCO)CCCC1.[I-]
167,CCCCCCCC[n+]1ccc(C)cc1,F[B-](F)(F)F,1.49,CCCCCCCC[n+]1ccc(C)cc1.F[B-](F)(F)F
206,CCOCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.181843588,CCOCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
181,CCCCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,1.4,CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
136,CCCC[N+](CCCC)(CCCC)CCCC,c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1,1.61,CCCC[N+](CCCC)(CCCC)CCCC.c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1
137,CCCC[n+]1ccc(N(C)C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.82,CCCC[n+]1ccc(N(C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
48,CCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.87,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
66,CCCCCCn1cc[n+](C)c1C,F[B-](F)(F)F,1.9,CCCCCCn1cc[n+](C)c1C.F[B-](F)(F)F
235,CCOC[N+]1(C)CCOCC1,[Cl-],3.52,CCOC[N+]1(C)CCOCC1.[Cl-]
148,CCn1cc[n+](C)c1,O=C([O-])C(F)(F)F,4.004321374,CCn1cc[n+](C)c1.O=C([O-])C(F)(F)F
157,CCn1cc[n+](C)c1,O=C([O-])C(F)(F)F,4.0,CCn1cc[n+](C)c1.O=C([O-])C(F)(F)F
198,CCn1cc[n+](C)c1,[Cl-],3.86,CCn1cc[n+](C)c1.[Cl-]
22,CCCCCCCCCCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,1.6,CCCCCCCCCCCOC[n+]1cccc(O)c1.CC1=CC(=O)[N-]S(=O)(=O)O1
180,CCCC[P+](CCCC)(CCCC)CCCC,c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1,1.32,CCCC[P+](CCCC)(CCCC)CCCC.c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1
277,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Cl-],0.28,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
242,CCCC[N+]1(C)CCCC1,N#C[N-]C#N,4.23,CCCC[N+]1(C)CCCC1.N#C[N-]C#N
19,CCCCCC[n+]1ccc(N(C)C)cc1,[Cl-],0.93,CCCCCC[n+]1ccc(N(C)C)cc1.[Cl-]
80,C[n+]1ccn(CC#N)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.900367129,C[n+]1ccn(CC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
251,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Cl-],0.16,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
250,CCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,3.918030337,CCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
83,OCC[NH2+]CCO,CC(=O)[O-],4.032215703,OCC[NH2+]CCO.CC(=O)[O-]
119,C[n+]1ccn(CCCCCCCC(=O)O)c1,[Br-],3.78,C[n+]1ccn(CCCCCCCC(=O)O)c1.[Br-]
38,C[N+]1(Cc2ccccc2)CCOCC1,O=[N+]([O-])[O-],4.0,C[N+]1(Cc2ccccc2)CCOCC1.O=[N+]([O-])[O-]
200,CCCCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,1.498310554,CCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
216,CCOCn1cc[n+](C)c1,[Cl-],3.603144373,CCOCn1cc[n+](C)c1.[Cl-]
182,CC[n+]1ccc(N(C)C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.79,CC[n+]1ccc(N(C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
64,COCCC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.77,COCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
85,C[N+]1(CCO)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.18,C[N+]1(CCO)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
13,CC[n+]1ccccc1,[Cl-],4.22,CC[n+]1ccccc1.[Cl-]
37,CCCC[n+]1cccc(C)c1,N#C[N-]C#N,3.46,CCCC[n+]1cccc(C)c1.N#C[N-]C#N
164,CCCCC[n+]1ccccc1,[Br-],3.15,CCCCC[n+]1ccccc1.[Br-]
99,CCCCCC[n+]1ccc(C)cc1,[Cl-],2.67,CCCCCC[n+]1ccc(C)cc1.[Cl-]
78,CCCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,3.0,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
287,CCCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,3.021189299,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
96,CCOCC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.69,CCOCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
84,CCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.64,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
197,CCOC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.26,CCOC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
244,CCCCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,0.769377326,CCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
6,CCOC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.8,CCOC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
128,C[N+]1(CCCO)CCCC1,[Cl-],4.6,C[N+]1(CCCO)CCCC1.[Cl-]
202,N#CC[n+]1ccccc1,[Cl-],3.79,N#CC[n+]1ccccc1.[Cl-]
278,CC[N+](CC)(CC)CC,[Cl-],3.78,CC[N+](CC)(CC)CC.[Cl-]
247,[NH3+]CCCO,CCCC(=O)[O-],3.260071388,[NH3+]CCCO.CCCC(=O)[O-]
321,CCCC[n+]1cc(C)cc(C)c1,[Cl-],3.42,CCCC[n+]1cc(C)cc(C)c1.[Cl-]
267,COCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.250420002,COCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
253,C[n+]1ccn(CCCC(=O)O)c1,[Cl-],3.78,C[n+]1ccn(CCCC(=O)O)c1.[Cl-]
329,COCCC[N+]1(C)CCCC1,[Cl-],4.6,COCCC[N+]1(C)CCCC1.[Cl-]
288,CCCCn1cc[n+](C)c1,N#C[S-],3.416640507,CCCCn1cc[n+](C)c1.N#C[S-]
133,CN(C)c1cc[n+](C)cc1,[I-],2.89,CN(C)c1cc[n+](C)cc1.[I-]
237,[NH3+]CCCO,O=C[O-],4.490660653,[NH3+]CCCO.O=C[O-]
113,CCCCCCn1cc[n+](C)c1,O=S1(=O)N=C([O-])c2ccccc21,2.29,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21
224,CCOCC[n+]1ccccc1,[Br-],4.24,CCOCC[n+]1ccccc1.[Br-]
134,CCn1cc[n+](C)c1,F[B-](F)(F)F,3.44,CCn1cc[n+](C)c1.F[B-](F)(F)F
